"31","A11EX","VITAMIN B-COMPLEX, OTHER COMBINATIONS","88:08.00","VITAMIN B COMPLEX","",""
"73315","J01CA12","PIPERACILLIN","08:12.16.16","EXTENDED-SPECTRUM PENICILLINS","",""
"73316","J01CA12","PIPERACILLIN","08:12.16.16","EXTENDED-SPECTRUM PENICILLINS","",""
"73359","N02AA59","CODEINE, COMBINATIONS EXCL. PSYCHOLEPTICS","28:08.08","OPIATE AGONISTS","",""
"73359","N02AA59","CODEINE, COMBINATIONS EXCL. PSYCHOLEPTICS","12:20.04","CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS","",""
"73395","D04AB01","LIDOCAINE","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS","",""
"73413","J02AC01","FLUCONAZOLE","08:14.08","AZOLES","",""
"73414","J02AC01","FLUCONAZOLE","08:14.08","AZOLES","",""
"73447","M05BA03","PAMIDRONIC ACID","92:24.00","BONE RESORPTION INHIBITORS","",""
"73456","C10AA03","PRAVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"73457","C10AA03","PRAVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"73458","C10AA03","PRAVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"73482","C10AB05","FENOFIBRATE","24:06.06","FRIBIC ACID DERIVATIVES","",""
"73502","R01BA03","PHENYLEPHRINE","12:12.04","ALPHA-ADRENERGIC AGONISTS","",""
"73537","N02AJ06","CODEINE AND PARACETAMOL","28:08.08","OPIATE AGONISTS","",""
"73537","N02AJ06","CODEINE AND PARACETAMOL","12:20.04","CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS","",""
"73562","N02BA01","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
"73579","R01AA07","XYLOMETAZOLINE","52:32.00","VASOCONSTRICTORS","",""
"73580","R01AA07","XYLOMETAZOLINE","52:32.00","VASOCONSTRICTORS","",""
"73581","R01AA05","OXYMETAZOLINE","52:32.00","VASOCONSTRICTORS","",""
"73606","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"73607","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"73618","J01MA02","CIPROFLOXACIN","08:12.18","QUINOLONES","",""
"73620","J01MA02","CIPROFLOXACIN","08:12.18","QUINOLONES","",""
"73622","J01MA02","CIPROFLOXACIN","08:12.18","QUINOLONES","",""
"73624","J01MA02","CIPROFLOXACIN","08:12.18","QUINOLONES","",""
"73655","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"73656","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"73656","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","12:20.04","CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS","",""
"73675","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"73689","C05AD07","PRAMOCAINE","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS","",""
"73709","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","12:20.04","CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS","",""
"73713","C07AB02","METOPROLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"73716","N06AX11","MIRTAZAPINE","28:16.04.92","MISCELLANEOUS ANTIDEPRESSANTS","",""
"73869","C10AA01","SIMVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"73870","C10AA01","SIMVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"73871","C10AA01","SIMVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"73872","C10AA01","SIMVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"73873","C10AA01","SIMVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"73903","B05ZA","HEMODIALYTICS, CONCENTRATES","40:34.00*","HEMODIALYSIS SOLUTION","",""
"73925","B05ZA","HEMODIALYTICS, CONCENTRATES","40:34.00*","HEMODIALYSIS SOLUTION","",""
"74005","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"74007","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"74039","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"74116","C09AA09","FOSINOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"74117","C09AA09","FOSINOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"74234","J07CA06","DIPHT-HEMOPH INFLUEN B-PERTUSS-POLIO-TETANUS","80:12.00","VACCINES","",""
"74262","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"74304","A02AF02","ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS","56:04.00","ANTACIDS AND ADSORBENTS","",""
"74333","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"74413","D08AC02","CHLORHEXIDINE","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"74416","H03BB02","THIAMAZOLE","68:36.08","ANTITHYROID AGENTS","",""
"74506","N03AX12","GABAPENTIN","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"74507","N03AX12","GABAPENTIN","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"74517","D08AJ01","BENZALKONIUM","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"74536","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"74630","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"74696","A02AF02","ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS","56:04.00","ANTACIDS AND ADSORBENTS","",""
"74732","C09BA03","LISINOPRIL AND DIURETICS","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"74732","C09BA03","LISINOPRIL AND DIURETICS","40:28.20","THIAZIDE DIURETICS","",""
"74733","C09BA03","LISINOPRIL AND DIURETICS","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"74733","C09BA03","LISINOPRIL AND DIURETICS","40:28.20","THIAZIDE DIURETICS","",""
"74734","C09BA03","LISINOPRIL AND DIURETICS","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"74734","C09BA03","LISINOPRIL AND DIURETICS","40:28.20","THIAZIDE DIURETICS","",""
"74753","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"74808","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"74854","S01AE03","CIPROFLOXACIN","52:04.04","ANTIBACTERIALS","",""
"74919","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"74920","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"74921","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"74922","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"74923","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"74931","V04CX","OTHER DIAGNOSTIC AGENTS","36:89.00*","OTHER DIAGNOSTICS","",""
"74961","N05AX08","RISPERIDONE","28:16.08.04","ATYPICAL ANTIPSYCHOTICS","",""
"74967","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"74968","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"74969","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"74970","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"74978","H03AA01","LEVOTHYROXINE SODIUM","68:36.04","THYROID AGENTS","",""
"74979","H03AA01","LEVOTHYROXINE SODIUM","68:36.04","THYROID AGENTS","",""
"74980","H03AA01","LEVOTHYROXINE SODIUM","68:36.04","THYROID AGENTS","",""
"74981","H03AA01","LEVOTHYROXINE SODIUM","68:36.04","THYROID AGENTS","",""
"74982","H03AA01","LEVOTHYROXINE SODIUM","68:36.04","THYROID AGENTS","",""
"74984","H03AA01","LEVOTHYROXINE SODIUM","68:36.04","THYROID AGENTS","",""
"74985","H03AA01","LEVOTHYROXINE SODIUM","68:36.04","THYROID AGENTS","",""
"74986","H03AA01","LEVOTHYROXINE SODIUM","68:36.04","THYROID AGENTS","",""
"74987","H03AA01","LEVOTHYROXINE SODIUM","68:36.04","THYROID AGENTS","",""
"74988","H03AA01","LEVOTHYROXINE SODIUM","68:36.04","THYROID AGENTS","",""
"74989","H03AA01","LEVOTHYROXINE SODIUM","68:36.04","THYROID AGENTS","",""
"74991","H03AA01","LEVOTHYROXINE SODIUM","68:36.04","THYROID AGENTS","",""
"75019","N02BA01","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
"75021","N02BA01","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
"75025","D07AC13","MOMETASONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"75101","R06AB04","CHLORPHENIRAMINE","04:04.20","PROPYLAMINE DERIVATIVES","",""
"75118","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"75119","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"75143","L01CA04","VINORELBINE","10:00.00","ANTINEOPLASTIC AGENTS","",""
"75162","R01BA53","PHENYLEPHRINE, COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"75162","R01BA53","PHENYLEPHRINE, COMBINATIONS","12:12.04","ALPHA-ADRENERGIC AGONISTS","",""
"75163","R01BA53","PHENYLEPHRINE, COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"75163","R01BA53","PHENYLEPHRINE, COMBINATIONS","12:12.04","ALPHA-ADRENERGIC AGONISTS","",""
"75181","R03AL02","SALBUTAMOL AND IPRATROPIUM BROMIDE","12:08.08","ANTIMUSCARINICS ANTISPASMODICS","",""
"75181","R03AL02","SALBUTAMOL AND IPRATROPIUM BROMIDE","12:12.08.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS","",""
"75181","R03AL02","SALBUTAMOL AND IPRATROPIUM BROMIDE","48:12.04.12","SELECTIVE BETA 2-ADRENERGIC AGONISTS","",""
"75189","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES","",""
"75189","R05DA20","COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"75190","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES","",""
"75190","R05DA20","COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"75238","J01MA02","CIPROFLOXACIN","08:12.18","QUINOLONES","",""
"75239","J01MA02","CIPROFLOXACIN","08:12.18","QUINOLONES","",""
"75283","R01BA53","PHENYLEPHRINE, COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"75283","R01BA53","PHENYLEPHRINE, COMBINATIONS","12:12.04","ALPHA-ADRENERGIC AGONISTS","",""
"75285","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES","",""
"75285","R05DA20","COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"75286","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES","",""
"75286","R05DA20","COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"75290","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"75342","C07AG02","CARVEDILOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"75343","C07AG02","CARVEDILOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"75344","C07AG02","CARVEDILOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"75345","C07AG02","CARVEDILOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"75452","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"75489","J07BB01","INFLUENZA, INACTIVATED, WHOLE VIRUS","80:12.00","VACCINES","",""
"75493","V07AB","SOLVENTS AND DILUTING AGENTS,INCL IRRIGAT SOLUT","40:50.00*","DILUENTS","",""
"75511","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"75515","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"75515","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:16.00","EXPECTORANTS","",""
"75516","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"75516","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:16.00","EXPECTORANTS","",""
"75586","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"75611","N02CC01","SUMATRIPTAN","28:32.28","SELECTIVE SEROTONIN AGONISTS","",""
"75612","N02CC01","SUMATRIPTAN","28:32.28","SELECTIVE SEROTONIN AGONISTS","",""
"75622","D07AC13","MOMETASONE","84:06.00","ANTI-INFLAMMATORY AGENTS","",""
"75665","N03AX11","TOPIRAMATE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"75693","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"75715","C08DB01","DILTIAZEM","24:28.92","MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS","",""
"75716","C08DB01","DILTIAZEM","24:28.92","MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS","",""
"75717","C08DB01","DILTIAZEM","24:28.92","MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS","",""
"75718","C08DB01","DILTIAZEM","24:28.92","MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS","",""
"75719","C08DB01","DILTIAZEM","24:28.92","MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS","",""
"75722","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"75730","A04AA01","ONDANSETRON","56:22.20","5-HT3 RECEPTOR ANTAGONISTS","",""
"75731","A04AA01","ONDANSETRON","56:22.20","5-HT3 RECEPTOR ANTAGONISTS","",""
"75762","J05AF09","EMTRICITABINE","08:18.08.20","NUCLEOSIDE AND NUCLEOTIDE REVERSE TRANSCRIPTASE INHIBITORS","",""
"75805","B05ZA","HEMODIALYTICS, CONCENTRATES","40:34.00*","HEMODIALYSIS SOLUTION","",""
"75810","B05ZA","HEMODIALYTICS, CONCENTRATES","40:34.00*","HEMODIALYSIS SOLUTION","",""
"75811","B05ZA","HEMODIALYTICS, CONCENTRATES","40:34.00*","HEMODIALYSIS SOLUTION","",""
"75827","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES","",""
"75835","M01AE01","IBUPROFEN","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"75848","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"75853","N05CD07","TEMAZEPAM","28:24.08","BENZODIAZEPINES","",""
"75854","N05CD07","TEMAZEPAM","28:24.08","BENZODIAZEPINES","",""
"75858","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"75858","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.04","ETHANOLAMINE DERIVATIVES","",""
"75867","M05BA04","ALENDRONIC ACID","92:24.00","BONE RESORPTION INHIBITORS","",""
"75904","C10AB05","FENOFIBRATE","24:06.06","FRIBIC ACID DERIVATIVES","",""
"75942","N06AX16","VENLAFAXINE","28:16.04.16","SELECTIVE SEROTONIN AND NOREPINEPHRINE-REUPTAKE INHIBITORS","",""
"75943","N06AX16","VENLAFAXINE","28:16.04.16","SELECTIVE SEROTONIN AND NOREPINEPHRINE-REUPTAKE INHIBITORS","",""
"75944","N06AX16","VENLAFAXINE","28:16.04.16","SELECTIVE SEROTONIN AND NOREPINEPHRINE-REUPTAKE INHIBITORS","",""
"75984","J01FA10","AZITHROMYCIN","08:12.12.92","OTHER MACROLIDES","",""
"76119","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"76130","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"76137","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","12:12.00","SYMPATHOMIMETIC (ADRENERGIC) AGENTS","",""
"76137","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"76138","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"76258","D08AE05","CHLOROXYLENOL","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"76308","B05ZA","HEMODIALYTICS, CONCENTRATES","40:34.00*","HEMODIALYSIS SOLUTION","",""
"76314","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"76372","D08AE05","CHLOROXYLENOL","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"76400","A04AA01","ONDANSETRON","56:22.20","5-HT3 RECEPTOR ANTAGONISTS","",""
"76401","A04AA01","ONDANSETRON","56:22.20","5-HT3 RECEPTOR ANTAGONISTS","",""
"76402","N05AX08","RISPERIDONE","28:16.08.04","ATYPICAL ANTIPSYCHOTICS","",""
"76403","N05AX08","RISPERIDONE","28:16.08.04","ATYPICAL ANTIPSYCHOTICS","",""
"76404","N05AX08","RISPERIDONE","28:16.08.04","ATYPICAL ANTIPSYCHOTICS","",""
"76405","N05AX08","RISPERIDONE","28:16.08.04","ATYPICAL ANTIPSYCHOTICS","",""
"76406","N05AX08","RISPERIDONE","28:16.08.04","ATYPICAL ANTIPSYCHOTICS","",""
"76407","N05AX08","RISPERIDONE","28:16.08.04","ATYPICAL ANTIPSYCHOTICS","",""
"76409","J01FA10","AZITHROMYCIN","08:12.12.92","OTHER MACROLIDES","",""
"76438","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"76457","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"76460","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"76483","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"76511","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"76511","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"76533","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"76544","M01AE51","IBUPROFEN, COMBINATIONS","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"76544","M01AE51","IBUPROFEN, COMBINATIONS","12:12.12","ALPHA-AND BETA-ADRENERGIC AGONISTS","",""
"76610","C09AA08","CILAZAPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"76611","C09AA08","CILAZAPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"76612","C09AA08","CILAZAPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"76679","L02BB03","BICALUTAMIDE","10:00.00","ANTINEOPLASTIC AGENTS","",""
"76686","C01AA05","DIGOXIN","24:04.08","CARDIOTONIC AGENTS","",""
"76687","C01AA05","DIGOXIN","24:04.08","CARDIOTONIC AGENTS","",""
"76688","C01AA05","DIGOXIN","24:04.08","CARDIOTONIC AGENTS","",""
"76693","L01XX35","ANAGRELIDE","20:12.14","PLATELET-REDUCING AGENTS","",""
"76694","A05AA02","URSODEOXYCHOLIC ACID","56:14.00","CHOLELITHOLYTIC AGENTS","",""
"76695","A05AA02","URSODEOXYCHOLIC ACID","56:14.00","CHOLELITHOLYTIC AGENTS","",""
"76703","M01AE01","IBUPROFEN","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"76705","G04CA02","TAMSULOSIN","12:16.04.12","Selective Alfa-1-Adrenergic Blocking Agents","",""
"76716","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"76728","C10AA01","SIMVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"76729","C10AA01","SIMVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"76730","C10AA01","SIMVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"76731","C10AA01","SIMVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"76732","C10AA01","SIMVASTATIN","24:06.08","HMG-COA REDUCTASE INHIBITORS","",""
"76737","N06AX11","MIRTAZAPINE","28:16.04.92","MISCELLANEOUS ANTIDEPRESSANTS","",""
"76813","L01DB06","IDARUBICIN","10:00.00","ANTINEOPLASTIC AGENTS","",""
"76840","M05BA04","ALENDRONIC ACID","92:24.00","BONE RESORPTION INHIBITORS","",""
"76885","A06AA02","DOCUSATE SODIUM","56:12.00","CATHARTICS AND LAXATIVES","",""
"76886","A06AA02","DOCUSATE SODIUM","56:12.00","CATHARTICS AND LAXATIVES","",""
"76896","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"76903","D06AX30","COMBINATIONS OF ANTIBIOTICS","84:04.04","ANTIBIOTICS","",""
"76904","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"76924","B01AC06","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
"76925","N02BA01","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
"76928","N02BA01","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
"77010","N02BA01","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
"77023","J01MA12","LEVOFLOXACIN","08:12.18","QUINOLONES","",""
"77024","J01MA12","LEVOFLOXACIN","08:12.18","QUINOLONES","",""
"77068","C07AB02","METOPROLOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"77078","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"77079","C01EA01","ALPROSTADIL","24:12.92","MISCELLANEOUS VASODILATATING AGENTS","",""
"77088","N02BA01","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
"77210","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"77235","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"77277","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"77316","N03AX11","TOPIRAMATE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"77317","N03AX11","TOPIRAMATE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"77318","N03AX11","TOPIRAMATE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"77371","L04AA13","LEFLUNOMIDE","92:36.00","DISEASE-MODIFYING ANTIRHEUMATIC AGENTS","",""
"77372","L04AA13","LEFLUNOMIDE","92:36.00","DISEASE-MODIFYING ANTIRHEUMATIC AGENTS","",""
"77397","J01CR02","AMOXICILLIN AND BETA-LACTAMASE INHIBITOR","08:12.16.08","AMINOPENICILLINS","",""
"77520","A06AA02","DOCUSATE SODIUM","56:12.00","CATHARTICS AND LAXATIVES","",""
"77614","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"77623","S01ED01","TIMOLOL","52:40.08","BETA-ADRENERGIC AGENTS","",""
"77643","C08DB01","DILTIAZEM","24:28.92","MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS","",""
"77644","C08DB01","DILTIAZEM","24:28.92","MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS","",""
"77645","C08DB01","DILTIAZEM","24:28.92","MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS","",""
"77646","C08DB01","DILTIAZEM","24:28.92","MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS","",""
"77647","C08DB01","DILTIAZEM","24:28.92","MISCELLANEOUS CALCIUM-CHANNEL BLOCKING AGENTS","",""
"77658","A06AB56","SENNA GLYCOSIDES, COMBINATIONS","56:12.00","CATHARTICS AND LAXATIVES","",""
"77676","C09AA05","RAMIPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"77678","C09AA05","RAMIPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"77679","C09AA05","RAMIPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"77703","A02BC02","PANTOPRAZOLE","56:28.36","PROTON-PUMP INHIBITORS","",""
"77756","C09AA03","LISINOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"77757","C09AA03","LISINOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"77758","C09AA03","LISINOPRIL","24:32.04","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","",""
"77759","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"77808","N02BA01","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
